,content,target
1955,"Has anyone started receiving spam sms and calls after registering your 
phone number with Shopee? I had a issue of multiple failed attempts of 
registering my phone number using web browser, the next day I started 
receiving a lot of spam smses.",0
1956,"Okey na sana yung, hindi e napdate, tssk sana d kunalang inapdate iba na 
ang new version mas maganda yung una sana d binago, maganda na mn yung 
shoppee noun aah , ngayon panget na bakit ? anyare po ?",0
1957,"Hello!!! Y I paid my items but I did not receive at all and the ninja email 
me back already delivered????????? What is tis?paid item but scam!!!!??? I 
need the customer service to give me an answer tos this pls!!!!!!!",0
1958,I'm not even can sign up... Always username unavailable.... Try so many time,0
1959,"Sorry to say I am really dissapointed in this App's because all the items I 
ordered I didn't receive chat also always tell me completel delivery but I 
don't have any of parcel 👎👎👎",0
1960,Unable to add address . Fix asap,0
1961,"I have been trying to add an address for the past hour.. it loads and then 
appears empty both on the app and on chrome.. 😑",0
1962,"After the update the app has become unresponsive and laggy. Cannot even 
raise a dispute at all.",0
1963,"The apps hang and stopped at the payment page. Can't proceed to purchase 
anything.",0
1964,"This app sucks, have been spinning the shopee 'spin and win' category for 
the past 15mins and cannot get anything good. Really waste of time. 
Secondly, the delivery status is always slow and not the updated version. 
Products sold are average which you can get it from ezbuy/taobao. Lastly, 
voucher code cannot be used than what is the point of having it implemented 
in the first place?",0
1965,"Issue with making payment on website and app. Customer service sent me 
round and round, only ask questions, and still no resolution. Waste of 
time. Worst I have encountered.",0
1966,"Stupidest shopping app. Bought something and after 1 month still no sight 
but status said delivered n completed. Contact seller n was told that need 
to wait 10 days, items already at local post office.... What? They sent 
from the Moon? Been online shopping forever n never heard such nonsense... 
Never going to use the app or the site ever.",0
1967,"I order two items. Delivery time finished after 7 days also i didn't get my 
item but shopee location tracking says delivery completed. Why why 
why?????????",0
1968,"Update on 25052018: Hey shopee, you didn't help me back then, why now? 
Behind every one star review is a story. I use this app a lot and it 
usually does not give me much problems. But for one particular incident 
where I felt cheated, here's the story: Bought Hong Lian ghim kee's 5kg 
paddy king rice during time sale. Promo clearly shows that there will be 
free canola oil with every purchase of the rice. (Promo will only be worth 
it because of the foc oil.) During delivery, only 5kg rice came and the oil 
was never to be seen again. So with hope I opened the app hoping that I 
could solve the dispute. But to my horror, the picture showing the free 
gift has been removed in the listing and seller will not honour the free 
gift! Submitted claim and shoppee refuted my claim, saying that seller had 
delivered everything already. Unlike other apps which will solve such 
issues, shoppee does not. Please think twice before using this app.",0
1969,"costumer representative says ..unistall it then reinstall for the update of 
cod application ..after proceeding to his command ..now i cannto log in 
using my number !!!!! how will you fix this ??i have a pending order . 
earlier i am proceeding to payment option now i cant log in !!!alreadg done 
email .with the username and mobile number i used ..and now im still 
waiting for your reply !! and its better the older version we can see the 
prices direct to our currency ..",0
1970,"The option for bank transfer should be shortened in time. 3 days is too 
long, that makes them sometimes forget the unpaid deal, drag too long for 
sellers too. Should be either 1 or 2 days max. The product category is 
pretty vague for some products. The product uploaded keep being deleted for 
some weird and unclear reason.",0
1971,"I used to love this app but this time round I think that I will stop using 
this app because it doesnt let u get your refund when u didnt even freaking 
recieve your item like wth? So u all think that money is easy to earn until 
the point that u can anyhow release the payment to the seller when the 
seller never send us our item? So whats the point of having the refund 
button when shopee thinks that the seller is always right?? Plus this isnt 
the first time this thing happen the seller have already tried to scam me 
the second time and shopee is not even doing anything. Use this app at your 
own risk. EDIT : WHAT I OPT FOR IS STANDARD EXPRESS ( WHICH IS MORE 
EXPENSIVE AND ITS SUPPOSE TO BE GUARANTEED TO SEND IT TO MY DOORSTEP SO 
WHAT IS WITH THE FREAKING NOT LIABLE FOR LOST NORMAL MAIL THING WTH? U SURE 
WHAT I OPT FOR IS NORMAL MAILING? ARE YOU TRYING TO SAY THAT EVEN EXPRESS 
MAILING WILL GET LOST? HAHA THATS FUNNY MAN, IF SO WHATS THE POINT OF 
HAVING EXPRESS MAIL IF IT IS GONNA GET "" LOST "" AND THE SELLER IS NOT 
LIABLE FOR IT?",0
1972,"very bad service. customer services very bad attitude. i lost my package 
they ask mw to resolve a problem of myself. they using ninja van also the 
same attitude. i stop shopping in this App from now on.their service 
complete suck and irresponsibble for any cause.",0
1973,"Very bad customer service. Some anyhow said out word without checking. My 
order didnt go thru but the payment was successful. They asked me to wait 
for 7-14 working days, as refund will be automatically processed. On the 
6th working day, i called, and they said refund has been processed and I 
just need to wait. And now after 17 working day, they said refund has not 
been processed. And there is no way for me to track my refund thru the 
apps, as my order wasn't go thru. Lousy apps and lousy customer service.",0
1974,"It said I cannot delete account and cannot delete my phone number too, so 
bad for user experience and customer support, support sucks, asking the 
same thing, no initiative to really understand user problem",0
1975,Boooo,0
1976,"I have encountered 2 bad experiences with getting a sweater. The first was 
the first purchase and the second after months later, thinking i could give 
another shot but had to uninstall after i have been ripped off. I bought a 
sweater at XXXL but it came at Size S. I asked for a refund and made all 
the procedures and even talked to the person selling that specific item but 
to no valid till now. Second time was the same. Probably the worst shopping 
site i had encounter. Sorry.",0
1977,"I paid the app for something and yet, they said that they did not receive 
my payment. I lost $30 because of this. They are also quite useless helping 
find where the money went they can't even check their own bank account to 
verify that the money has been sent inside. Unreliable app .",0
1978,"Very disappointed! There are already way too many sellers that have been 
dishonest! Said that there were 180 postcards in a box when in fact there 
were only 30! From the same seller there was an item that the seller gave 
me only 44 when it was supposed to be 45! Extremely disappointed. Already 
filed for a refund from the exact same seller because another one of my 
items was not given to me! Could not make a refund for the other two items 
because I already made one for the missing item! Would not use shopee 
because of this experience. Already experienced way too many mistakes such 
as sellers not giving me the right items! Want to make another refund but I 
can't because I already made one!",0
1979,"Keep popping up appa shopee is not working even I didn't open the apps.. 
have no choicd to uninstall this apps.. Please fix it. Will try to install 
back in few days.",0
1980,"Come with lots of other apps like wifi helper..... prompt you to install. 
How to disable it?",0
1981,"The payment page has been loading continuously and not allowing me to 
proceed since last week. I have tried so many times and it's still the 
same. Please look into it. Thank you",0
1982,"Please fix the payment page I had been a frequent user of this app. I can't 
make payment cause of the loading page. It takes forever to load but 
nothing comes out. I even deleted the app and redownload it again but still 
do not work!",0
1983,The payment page keeps loading forever and could not proceed further,0
1984,"How can I change dollar into peso sign? After troubleshooting , i can't log 
in anymore.",0
1985,Spin & Lose,0
1986,"The page takes forever to load at payment page. Whether successful or not, 
no idea at all!!!",0
1987,My account cannot even log in,0
1988,useless app takes forever to load,0
1989,App recently takes forever to load or not loading at all,0
1990,"I cannot connect with facebook or email. It is logining in forever. Please 
fix",0
1991,Vary let deliver. Product also vary poor,0
1992,Bad,0
1993,Too long loading the image,0
1994,"it's taking too long to load the items. at times it doesn't even load although ive refreshed so many times and it can't even verify my payment, keeps on loading non stop. I used to love using this app but its so laggy now.",0
1995,"trying to sign up and it took mins after mins of loading and even after refresh the app, the signing up took ages! Trying to browse without sign up, searching for sandals and again it took ages to load.. Going to uninstall a useless app that couldn't work properly at all",0
1996,After your new update. Some of the item failed to load. And ask u to reload again. And same thing on few other item. Pls fix it.,0
1997,"From my experience, i strongly don't encourage anyone to use",0
1998,System is laggy. Payment process in system takes too long and frequency of failure is 9 out of 10. Ended up the stocks in flash deal are often out of stock after umpteen retries attempt for payment.  Delivery of stocks are often more than 3 weeks. A lot more longer than sellers from other platforms.,0
1999,Many of the sellers in Shopee sucks. Make me wait for month / weeks then inform you no stock. Waste time. Won't be using this app anymore,0
2000,"All images r truncated. Can't fit in one screen. Can't even scroll to view the full image. Can't view the variable options to select too. The discount coupon are too volantile. Period of use is too short. Getting a coupon is already difficult but on top of that one might not be able to use it cause its fully claimed! Come on! In this aspect, Qoo10 is better. If you manage to get a coupon, it is definitely reserved for your use. And the validity is longer... Not 2 hrs or 1d only",0
2001,"Advertising and promotional notifications continue to be shown to me even though the settings for them are OFF. I have disabled everything except ORDER UPDATES and CHAT. Reply from support is - ""turn off PUSH notifications"". Yup, that's it. The options in settings are all fake. Then how will I get notifications of my orders? or when sellers reply to my chat queries? Support was no help. Just keep telling me to turn push notifications OFF if I do not want to see promotional msgs or ads. Devs - Pls look at tickets 32531529 and 65877028. Replies are completely NO HELP.",0
2002,"the referral $10 voucher i receive is placed and locked by shopee as invalid. they just ask of to re login, clear cache, reinstall app. but still the same. again ask them to check and g need to repeat my condition to the second Customer service Agent. still not solved",0
2003,Buggy after the recent update. Also hate that it automatically selects the items in the cart which I planned to buy previously when I only want to choose some other cart items.,0
2004,"Not user friendly. The desktop version has full details of my purchase. But on mobile , only parcial purchase details are available.",0
2005,They have some good products at reasonable prices but be prepared to be peppered with notifications you cannot turn off. The worst is their live infomercial session which is indescribably terrible.,0
2006,"I didnt use the app at all but downloaded because someone asked me to. It sends push notifications in the middle of the night, sometimes 12am, sometimes 130am, and alerts with a very loud ""SHOPPEE!!!"" and wakes up my infant. Sounds more like ""SHOCKING!!!"" than anything else. I'm deleting the app because of this. Sorry.",0
2007,"Buggy app. Doesn't load properly without hanging. Cannot even check out items, with the page loading forever. The only app on my phone that is so buggy.",0
2008,"i key in my card number and address and everything, turns out it says payment failed. i tried it more than 5 times and i still can't pay.",0
2009,"I have always love shoppee... Recently, for a week, I realised that whenever I pressed the cart, I was not directed to my cart. Instead the app got hung. I have to uninstall and install back. Then I will be able to go to my cart. But only once. Once I get out of the cart, I can't go back. I have to again uninstall and install. This has caused such a hassle. I hope something can be done.",0
2010,"Shopee used to be one of the better online purchasing platforms. But recently they lowered the value of their vouchers from 20% to 15%. Probably to cover the cost of hiring Christiano Ronaldo. Edit: Reduced one more star as they've made it more difficult to get coins. Daily check-in coins reduced, shopee throw coins fully redeemed, limit to max 50 coins earned per purchase. Now they have their ""million dollar discount"" promo but it's just to make users unable to use their coins exchanged voucher",0
2011,Irritating notifications about live streams etc that can't be turned off individually.,0
2012,"The Shopee games such as Shopee Throw & Mystery Box are not loading properly. I keep ending up with black/white blank screens. No matter how many times I refresh my app, restart my phone & reinstall the app. Now I'm losing out in all the fun for collecting the Shopee coins to get discounts -_-...... And I don't even know what's the problem. Shopee, please fix this issue/error/bug asap, I want my Shopee coins too.",0
2013,Great App and I love shopping buying things here. Worse experience bad delivery company that self declared items delivered with their own signature but item not received. I don't want to lose a great online shopping app. Please do look into it seriously,0
2014,"Shopee shake got harder to earn coins, daily coins check-in got much lesser. Faced problems with extremely slow loading shopping cart and items in cart doesn't load (unable to buy/check info). The main page interface also has problems, it zoomed it super big once and was unable to interact with anything. Please fix",0
2015,The push notification could not be turned off properly even I updated the software 3 times over the last 2 weeks. Very annoying notification due to this bug. Attached the screen shot for your references which clearly shown that all possible notification have been turn off in the Shopee feedback form.,0
2016,Shopee was one of my favourite app for shopping online. Its service was very good. As I always get my items on time. And if its delay I would still be able to speak to the customer. But recently shopee as been a disappointment to me. I would have to wait ages for my item and after that they will recommend me to ask for refund. Still glad they could refund me back.,0
2017,Too many notifications. Very annoying. Just refuses to let you delete account and details even though the sales transaction was completed. Would never use again.,0
2018,For god sake yr welcome gift T&C isnt stated clearly. I ordered a item so I can get the free welcome gift without feeling bad. After that try selecting a free gift and keep getting a error. Spoke to a CSO and was told I had to get the free gift FIRST before making a purchase!Good job. Not gonna use it again after getting the order.,0
2019,"It was working fine until now. The checkout doesnt allow me to pay for the order or even cancel the order, i dont know what happend but it used to be better.",0
2020,"app is very laggy. The page took ages to load and is not responsive. U need to tab afew times b4 the pages will load. Not recommend. There isnt even a ""send"" button! How am I to send the form?",0
2021,Tried to purchase stuffs but said mobile number is registered . To enter other mobile number. How come??,0
2022,All the items which I've liked DID NOT show up on My Likes and its very tedious to trace them again because I literally searched for hours and there's quite a number of them. The app wasn't so buggy back then but what happened lol,0
2023,"I'm a VIP of Qoo10, trying to sign up Shoppee App but failed. Tried 5X but 'invalid username'?? Why? I'm NOT logging in but to sign up new a/c. Edited: FINALLY, managed to login my orders after trying sooooooo many times but not a user friendly app. Claimed $30 voucher for my purchase almost $600 but unable to use, check out allowed to use $20 voucher only.",0
2024,"Bought a few electronic items and most has problem. If you buy vouchers, just before expiry, the app logged me out and I was not able to retrieve the voucher. No refund. If you want to buy second rated items n perhaps, fake ones, look no further",0
2025,used to be good but now. always hang. many times apps unable to load page while browsing or only partial photos load.,0
2026,"App has significant functioning issues(unable to check out due to network error,product information changed error constantly popping up with no change)",0
2027,Good platform to earn some points and prizes. However ShopeeMall vouchers that i purchased from it currently are not working for some items. Wasted 4 purchase of the vouchers as im unable to use it for the ShoperMall item. Contacted the customer service 2 times last 3 weeks and said that they will send an email reponse from the technical team but there no response till now.,0
2028,"I was suddenly logged out. Asked to log back in. When i did, all my current orders and prev orders were all wiped out. So now i have no idea what has happened to my orders that are all in the process of shipping",0
2029,Can dont auto select 20 items on the cart for us? Its super annoying.,0
2030,Shopee now so slow keeps lagging.. how many times i uninstall and install again but still same issue so hard to check out..and i guess they should haved estimated time for delivery because parcel always missed when delivered.,0
2031,"SHOPEEPAY WALLET UNABLE TO REFUND YOUR TOPUP BACK INTO BANK ACCOUNT. In hope that other users will see this before topping up. This was not stated clearly, and support team wasn't able to do anything either, except to tell me it's unfortunate.",0
2032,Shopee suddenly removes & all my vouchers even tho they were in the cart. I am very sure my vouchers are valid in cart.,0
2033,"Good app but this time, the shoppee farm I tried a dozens of time and it is not working at all. This is important to me so only 2 stars for now",0
2034,Lagging. App always takes a long time to load. Very frustrating to wait.,0
2035,Why is the app alwys laggy? It always gets stuck and then doesnt even fully load. ☹️,0
2036,Need to improve on the apps. quite lagging recently.,0
2037,Unable to see the chat record after live chat ended. Unable to track back 🔙,0
2038,Been always good but I can't suddenly view my cart. Tried chatting with help centre yet no solution.,0
2039,"App is very laggy and always hangs, I always have to close the app and re enter...",0
2040,"Always encounter hang on the page pls fix the buds, tks",0
2041,Glitchy and slow. Always lagging Urgh.,0
2042,"Overall mobile app functioning well, but unable to change payment method, after you have selected ""place order"". Helpdesk chat bot only gave a series of steps to uninstall app, check network connection, or try on desktop. In the end, desktop version able to select change payment. Feedback to developer to include changing of payment method after selecting ""place order"".",0
2043,"Putting up a new review because I dont know how else to get your attention. With the new 12.12 event, at first I cant login to get coins, then cant get the daily birthday gift, now I cant play the flip & match. Everyday its just another new bug that doesnt allow me to get my coins :(",0
2044,"My first purchase was great, but when I made an enquiry with another seller from a musical instrumental shop that I was interested in, replies never came back for nearly 2 weeks and I am still waiting as of today. Not responsive at all. Great Dissapointment. The item costs over $2,300.",0
2045,"It used to be good. I didn't have any problems ordering or buying stuffs but recently, the platform sucks. The platform won't allow me or the seller to cancel the order and the auto cancellation system kept dragging the cancellation date. I did ask the customer service personnels to help but all they could suggest is to ask me 'to wait till the auto cancellation occur'. I will uninstall this app once I received my refunds. EDIT 1: I did sent 3 feedbacks and the replies are all the same; asking me to wait till the auto cancellation date occurs. so please don't ask me to send anymore feedbacks unless you can really do something about it . EDIT 2 : Finally the transaction has been cancelled after sending 3 emails to ask for a solution. If i didn't brought this issue here, i doubt anything will be done other than asking me to wait. I have yet to receive any emails or messages stating whether i will be receiving any refunds.",0
2046,Welcome gift didnt come after selection. Tried to get my daily coins since yesterday and keep having network error. I cant do any shopping or get my rewards. Am I the only one having this problem?,0
2047,"used to be good. lately having problems uploading receipts to the app, i had to transferred the receipt photos to pc & then use IE/chrome to upload all my receipts. this is frustrating!!",0
2048,"App is laggy. My vouchers were made invalid after i had problems checking out. OTP was auto entered yet was invalid when submitted. Also, i couldn't check out the new user welcome gift...waste my time",0
2049,App tends to lag after using for a while regardless whether I'm on wifi or mobile data,0
2050,"The app is frustratingly slow, which affects the browsing experience.",0
2051,"I am using a samsung s10, after an update all the logo for back, likes, share, even the check box are missing.",0
2052,At first was fantastic but now you asked for different thing shopee will corner you to other things. Furthermore some of the sellers are not serious about selling and not sincere. Nowadays getting similar with geeks,0
2053,"I only have order updates enabled for my notifications, but I get unwanted notifications every day for social updates junk like shopeesg publishing a new post or watch shopeesg live, which I am clearly uninterested in. Otherwise it's good.",0
2054,"Few times shopee coins were not updated. Lucky rat in flip and match (few times), survey points, rate & comment points.",0
2055,"Notice sellers are seling unacceptable mask, i tried n tested. Disappointed refund not given when ppl complain n seller nit ban. Shopee nid improvement on this.",0
2056,"Apps is great but Shopee customer services provided were very poor and unprofessional. I purchased few item, some were send wrong item and some faulty item. Request an advise and returned or replacement but shopee customer service did nothing to assist these issues...! Very disappointed...!!!",0
2057,Too many pop up,0
2058,"Unable to click on refund. Had a missing item in the purchase but tried to submit refund, there is no response",0
2059,"Acceptable quality, Cheap but long delivery period.",0
2060,Cart unable to access,0
2061,"Expect unnecessary delay after confirmation of order, way too slow compared to other platforms.",0
2062,Always has update n it takes too long. Hang my stuff.,0
2063,"Pls check under seller ,create listing ,for weight i unable save it which unable sell items (create using andriod app)",0
2064,Mobile app is very slow,0
2065,"Unable to rate seller whose sending wrong/damage product if refund been approved. Hence, unable to alert future buyer. And notice that some seller actually making use of this loophole to play some trick on the wrong order fulfilment since their behaviour will not exposed.",0
2066,"The Shopee games don't even load -_-.... The coin earning games such as Shopee Throw & Mystery Box refuse to load properly {even after reinstalling the app & restarting my phone}. Every time I try to play, they just give me white/black blank pages. I'm deprived of all the discounts......",0
2067,"Past 1 week I cannot add to cart and cannot reach my cart to check out too. I had spoke to someone in shopee. Not sure what updates you had made to cause this. I had uninstalled multiple times. Since my phone is brand new, I even factory reset my phone. Nothing works.",0
2068,Unable to reinstall the app.,0
2069,"App is so slow , it's not working properly, can't surf for long.",0
2070,"I order a Philips Airfryer 9218 w/ baking tray S$186.88 on 29/4, PAID direct bank debit & delivery sched, extended guarantee at seller's request. Look fwd to receive it!! but noted Shopee canx order on 11/5 06:05. I text seller 11/5, he will check. Am not hopeful. Now if i Buy Again, it's $208! but i don't have faith in seller since they failed to commit. I had now made purchase from other online source at $178. Also cause me inconv. to trsf $ out of Shopee back to me because it's not $18.",0
2071,"I used to think the app was pretty good until the recent update. didn't like that I had to click into ""my shop"" so see my own products. and more importantly, once in a while can't see my listings and notifications at all! and I get prompted to upload my products and start selling? please don't give me a heart attack. I quickly withdrew all my money in case all my records disappeared.",0
2072,Recently app has been glitching especially the games portion. App becomes non- responsive once you click on a product or game and takes around 1 min to become responsive again..,0
2073,"i have used this app for a month and i find it easy to use and shop for things but lately i have an issue, the home page can't load and it shows a grey screen the every time i use the app but the other pages were able to load and is working, i really hope you guys are able to fix the problem as i am now unable to shop due to the home page unable to load so i am not able to search for products!! plz fix this problem asap :(((",0
2074,"Good deals, but app is a buggy mess. I want to buy an item but it keeps crashing on verification by the credit card company and now I cant even select credit cards as a payment option. When signing up for an account using facebook the app crashed and then afterwards it wouldn't let me use my facebook to sign up for an account and goes into this strange crash loop. So much money spent on marketing but the platform is such a mess.",0
2075,- Bank transfer day is short. - Transfer on that day of purchase but just overlook snapshot receipt on that day and transaction cancel the next day. - Shopee can't anyhow cancel transaction without inform and more worst can't retrieved back. - Email took so long to reply. - Call helpline yet no help given only reply we can't do anything. -Seller took long to reply or even no reply.,0
2076,Server errors are frequent. Sellers are either not responsive or take a long time to reply. Customer service is disappointing. Why not just using chatbot if the customer service is there to give standard replies. The prices of most products are competitive than many other e-commerce platforms and that is the only reason I still keep the app.,0
2077,"Terrible payment. For a long time I have been using credit/debit payment without any glitch. Today, I kept being denied of my payment. Error message: Oops payment failed. Did all the steps given by the help desk but still no go. Very annoying to face this issue. On another note, why can't you add more payment methods like PayPal instead of just IBG?",0
2078,"Shopee mobile app doesn't work very well and smooth for sellers. Every time I try to upload or edit photos from phone, it just clashes itself and keeps failing, so I have to keep trying again and again...quite frustrating. Hope the team can work it out soon.",0
2079,good sellers and products sold here.. but the apps itself is to buggy keep losing connections even when network is full.. keeps reloading back to the top of page when scrolling.. cant back up to the same screen after checking out products info and have rescroll back down from the top page again and again.. thus two stars is rated.,0
2080,"Initially I thought shopee is great because of the many competitive/cheap prices. However, recently there is a problem with shopee, whenever I add something to cart, it will return to the home page. It is very troublesome if I want to order the same thing in different colour. And it can be very annoying at times",0
2081,"This app has bugs even at basic level. Shopping cart issue - I can't add things in. After I log off, I couldn't log back in... Keeps saying network error, come back later. If I use the sms to log in, it the app hangs. Poor app, not robust at all.",0
2082,"edit: my issues was resolved, however the app design is still quite bad. opening a new in-app browser for every link i press makes it annoying when i have multiple layers of it opened. consider changing it to use the existing in-app browser if one is already open.",0
2083,"Smooth interface, decent amount of push notifications. But I was very disappointed with their fine print policy. (On Shopee coin, 30% usage cap). Uninstalling cos who knows what else they're going to fine print and have weird policies on.",0
2084,"Preparation for shipping takes way too long, 2 weeks!",0
2085,"Terribly inflexible customer service. I was in a hurry and accidentally exchanged my shopee coins for a $5 shopee mall voucher instead of the $5 beauty voucher that I wanted. Both cost the same amount of coins to exchange for. Approached the live chat agent on the SAME DAY to ask for a cancellation of the $5 shopee mall voucher exchange and was flatly denied. For a transaction that was made less than half a day ago, they couldn't make a simple exception to enhance a longterm customer experience.",0
2086,"Cannot add anything to cart since 2 days ago! Missing out on everything that is on 11.11. Logged me out and I cannot log back in, had to reset my password. Using Samsung Note 8.",0
2087,There's been a problem with your app since the last update. Some pages do not load anymore. It's only happening in my Android phone. PLEASE FIX YOUR APP FOR ANDROID! THERE ARE SO MANY FUNCTIONS THAT CANNOT RUN!!!!,0
2088,"After the latest update, ""system errors"" message keeps popping up. Can't make payment using certain credit cards after discount voucher applied. Can't access account settings to do amendments too. Please fix this issue.",0
2089,Hi I cannot open the app. Please advice. Thanks.,0
2090,"After reading numerous negative feedbacks, decided to immediately uninstall the app. Won't bother experiencing them myself... there are still many other shopping platforms.",0
2091,have been using for a long time but ever since the latest update i have been unable to add anything to cart. it keeps saying connection issues but all my other apps work fine. now i cant purchase anything,0
2092,"28/3: so many restrictions to use shopee coins, also reduction of free shopee coins and cashback.. Shopee is getting stingy. DON'T SHORTCHANGE YOUR CUSTOMERS",0
2093,"Used to love it but the home page doesn't load anymore so how can I access anything else right?? Plus every time I click on something, it doesn't load.",0
2094,The app crashed for the whole day already. Still not fixed? Can't seem to open it at all despite uninstalling and installing over and over. Please fix,0
2095,"After the recent new updates, page will start flickering and freezed after 10mins of browsing and have to restart everything. Pls do fix it.",0
2096,message and notifications needs to be deleted 1 by 1. it's frustrating considering the large amount of promotions message,0
2097,"Tried on few occassions to make purchases, but it's always ""card payment failed"". It's definitely not problem of my card becos I can purchase from other online shopping sites.",0
2098,"Although I use this app very frequently, it gets frustrating that it hangs and lags very often in a day.. and need to reboot the app frequently. please fix the bugs. it is making the shopping unfriendly",0
2099,"I having difficulty of purchasing due to your invalid account, can you please fix it to right account so that i can purchase it",0
2100,well i have a mirco sd card order that need to refund till to faulty but the customer service ask me to wait weeks after week and i believe this should be the 5th week. Overall shopping was great but when buying electrical stuff please dont buy here,0
2101,I think it's a very cheap tactic to only allow me to customize email setting using the app. I only installed the app to cancel all email notifications from Shopee. Why isn't there an option to do that on the website itself?,0
2102,"At 1st I really enjoy buying at shopee but lately I feel that items took a very long time to arrive & sometimes I had to ask seller had they actually ship out my item. And for tracking of items,it's always not accurate at all so how are we able to check.",0
2103,please stop unnecessary notifications with sound from horror movies,0
2104,Screen error on payment page (unable to display properly) and thus cannot submit OTP for verification.,0
2105,"Shopee customer service mentioned many refund cases to handle, I myself had 2 : 1 conned case fake cert fake products another 1 sent 1 bottle but ordered is for 2. yet shopee released money to both sellers.. raised dispute for refund took donkey weeks to months . wonder what shopee platform becomes conned platform for seller.. sad",0
2106,"liked shopee until the recent update that keeps crashing the app. :( everytime i press back,it auto exits instead of going to previous page",0
2107,Allows seller to sell products that does not tally with the information and no punishment to such seller. Disappointing in their customer service and investigation team for not doing and let such seller continue to sell their products. Shopee please protect the buyer from such sellers.,0
2108,App not responsive when I go to help centre. Page doesn't even load after choosing the questions.,0
2109,"The software itself is good but help center is not good enough. If sellers sent wrong item to you and you ask for refund, Shopee will tell that item is correct and rejected your request. DO NOT RECOMMEND BUYING ON THIS PLATFORM",0
2110,What a horrible trouble having to navigate through such a messy app.,0
2111,What is going on with the update? It has gotten incredibly slow on my Note 9.,0
2112,app keep crashing!! emailed customer service and they take forever to reply :/,0
2113,Why is your app when downloaded the prices are in dollar even i am in the Philippines? Any idea for the solution of this little misunderstanding. Thank you,0
2114,"App page loading very slow, when connected to wifi",0
2115,Just very disappointed that it does not support the Indonesian market where Shopee gained initial traction in SEA. There are plenty of products from the indonesian Shopee which i hoped to have access to through the local app. Unfortunately of China and Taiwan markets are supported.,0
2116,unable to add my items into the shopping cart or pay !,0
2117,Always never strike lucky draw,0
2118,I eagerly waiting for 9.9 sale but i cant check out any of my items as i cant get pass the payment page.. very disappointed..,0
2119,Delivery very slow,0
2120,Well design apps. however many products listed were copied of the original,0
2121,Am i the only one who is not able to place order for the items in my cart after the update?,0
2122,Why in the world is my verification code not working?????!!!!,0
2123,cheap stuff & good deals but very bad customer service. replies are quick but often irrelevant/not very helpful.,0
2124,Bloody seller dont want to settle the bloody refund,0
2125,"Even the daily rewards has been cut, is this how Shopee reward it loyal customers???😠😠😠",0
2126,"Shoppee 1st welcome gift is a scam. It does not come with clear instructions, 1st off. If you check the box for claim free gift, it does not allow you to proceed with your payment. Agent said I should claim free gift before 1st purchase. However, no instructions was given prior to my 1st purchase. Very unfortunate experience for 1st time use.",0
2127,So many hidden costs especially the shipping fee supposed to be charged by buyer not seller,0
2128,unable to clear recently viewed history..,0
2129,"Was gd initially.. Now.. not so... 1. Gotten a scam seller online (ordered 2 hard glass casing for phone.. only to receive a plain transparent rubber case for other phone), can only initial a refund and have to wait for seller to respones.. on way to report scammer to shopee.. 2. Xiaomi official global store gave me a voucher to reorder a missing item. But due to CNY.. xiaomi did not mail out my order.. and Shopee system auto cancelled my order.. now i have to wait for xiaomi to respones.",0
2130,So many notifications a day. Pls cut down spam,0
2131,I like the app but if i look at the shipping fee its free but whrn i buy it it has shipping fee duhhhhh,0
2132,App crashes when user tries to refund cannot get a refund from irresponsible seller. Shopee please take action,0
2133,Refund process is troublesome. Also some sellers don't have very good credentials.,0
2134,"I ordered 10 parcels and the sellers cancelled 3 of them. I never experienced anything like that when online shopping. However, it's happened because shopee let unauthorized seller work in their flatform. Never buy again.",0
2135,Cant change payment method. Why bother giving the option if I cant even change it?,0
2136,Everything is alright but i wanna change my phone but i can't due to my old credit in which i already change it. How am i suppose to change my number because of my old credit?,0
2137,So far so good till shopee failed to protect me from dishonest seller.,0
2138,after a month and i still havent receive my item,0
2139,Your latest update is broken,0
2140,"first time ordered was given a $10 voucher bought things,but supplier no stock and cancelled my order and voucher was considered used.friend was not given free coins for intro.",0
2141,The search function is useless.,0
2142,Fast delivered thats good thing about shopee. When comes to seller send wrong item or damage item. (Open dispute) Have to email and proved to shopee and return back with your own pocket money to return postage. Seriously troublesome!,0
2143,I already have the shoppe app but why i can install it again?,0
2144,Pop up another valentine sheet notification again beech.,0
2145,"I'm Not Use to it about this apps yet willing to try to buy,i hope is not like others things of review about this apps.😵#fingercross",0
2146,Requested for a refund for an item meant for self collection and they are asking me to return a product that I didn't not receive in the first place. No response despite email queries..,0
2147,"Circuit breaker very very slow delivery. Have to cancel orders, many companies cannot have too many staff in warehouse to pack order. Not enough manpower. If u can wait for many weeks, then go ahead.",0
2148,"Bought three Coach wallets from two sellers. Both sellers (jiaozun.sg & aigaomx2.sg) claimed their products were original & authentic from Coach. I realised the gift receipts from both sellers were fake with same trans no. The wallets look real with dust bag, price tag and gift receipts, but definitely not authentic. Coach confirmed store no. in receipts dont exist and product model never existed worldwide. Shopee refunded but sellers are still selling counterfeit items. Buyer beware.",0
2149,some reviews were censored. mostly faked review. others then that the price is good especially low delivery costs. buying no brand item pls be cautious.,0
2150,Delivery very slow compared to Lazada. Lazada the best for online shopping.,0
2151,update soooooooo slow,0
2152,!!!!STOP CLAIMING THAT ITS FREE SHIPPING WHEN ITS NOT!!!!,0
